income,investment_percentage,goal,risk,return_rate,Goal_Feasibility,Duration_to_Achieve_Goal,Type_of_Goal
491005,35,short,low,2.25508004,Not Feasible,12,Upgrade clothing
140775,32,short,low,2.330506123,Not Feasible,13,Purchase a smartphone
44889,49,medium,medium,7.950452595,Not Feasible,11,Travel abroad for holiday
317822,41,short,high,11.69575342,Not Feasible,11,Buy fancy shoes
236406,11,short,high,14.37643992,Not Feasible,9,Go on a vacation
594550,20,medium,medium,8.294331408,Not Feasible,12,Travel abroad for holiday
145753,18,long,low,4.994406478,Not Feasible,9,Start a business
614579,37,medium,medium,9.541807072,Not Feasible,9,Travel abroad for holiday
600296,10,medium,medium,7.853297908,Not Feasible,14,Travel abroad for holiday
781835,25,medium,high,14.15679953,Not Feasible,11,Travel abroad for holiday
239489,14,short,medium,5.801535995,Not Feasible,13,Upgrade clothing
416906,36,medium,low,4.580637401,Not Feasible,12,Buy a motorcycle
822344,10,short,medium,8.579350322,Not Feasible,8,Buy a laptop
278617,6,short,high,11.9363613,Not Feasible,11,Purchase a smartphone
706658,43,short,high,14.03516625,Not Feasible,12,Pay off a small loan
421885,31,short,high,13.28577532,Not Feasible,12,Pay off a small loan
895932,18,long,medium,5.43461405,Not Feasible,7,Buy a car
948447,27,short,low,4.936785529,Not Feasible,14,Upgrade clothing
835217,43,short,low,2.81352038,Not Feasible,14,Buy fancy shoes
635244,25,medium,low,3.641779348,Not Feasible,9,Take a professional certification course
204499,45,medium,high,14.34624613,Not Feasible,14,Travel abroad for holiday
533764,34,short,high,11.44350712,Not Feasible,10,Purchase a smartphone
203073,29,long,high,11.15451475,Not Feasible,14,Start a business
727084,28,long,low,3.666004768,Not Feasible,7,Save for children's education
391150,15,medium,high,11.75921172,Not Feasible,7,Travel abroad for holiday
282976,39,long,high,13.45938816,Not Feasible,9,Save for a house down payment
932889,8,medium,medium,6.608996596,Not Feasible,10,Build an emergency fund
499114,41,long,high,14.94631875,Not Feasible,9,Buy a car
155780,40,long,high,11.41400764,Not Feasible,9,Save for children's education
461816,17,long,low,3.9122129,Not Feasible,13,Start a business
950942,13,medium,low,2.814377185,Not Feasible,14,Buy home appliances
354891,32,medium,medium,7.307160934,Not Feasible,10,Buy home appliances
876539,20,short,low,2.873884897,Not Feasible,10,Buy fancy shoes
725422,10,short,low,3.247645397,Not Feasible,11,Go on a vacation
337572,31,long,high,13.15970265,Not Feasible,7,Invest in a property
883275,14,long,medium,8.528935657,Not Feasible,11,Buy a car
21002,27,long,high,11.17839067,Not Feasible,9,Build a retirement fund
963657,25,medium,high,14.49569444,Not Feasible,13,Build an emergency fund
949944,30,long,medium,6.611197373,Not Feasible,13,Save for children's education
863933,49,short,low,2.185534967,Not Feasible,8,Upgrade clothing
42556,7,long,medium,9.734383169,Not Feasible,11,Build a retirement fund
602251,47,short,high,11.36165382,Not Feasible,10,Go on a vacation
504361,39,long,medium,9.983779677,Not Feasible,8,Invest in a property
231746,11,long,low,3.641781166,Not Feasible,13,Invest in a property
16563,31,long,medium,9.244015703,Not Feasible,8,Save for children's education
220995,46,short,high,10.54187169,Not Feasible,11,Buy fancy shoes
802272,37,short,high,12.75791364,Not Feasible,9,Purchase a smartphone
549442,8,medium,high,10.09361288,Not Feasible,12,Buy home appliances
558482,30,short,high,11.89885718,Not Feasible,8,Purchase a smartphone
730380,12,long,low,2.12339766,Not Feasible,7,Buy a car
712221,24,short,medium,7.311232438,Not Feasible,11,Buy a laptop
163520,21,long,medium,8.565424686,Not Feasible,10,Build a retirement fund
499676,9,long,medium,9.387838432,Not Feasible,7,Build a retirement fund
819960,13,short,low,3.995276961,Not Feasible,10,Buy a laptop
432618,12,medium,medium,8.625867179,Not Feasible,9,Travel abroad for holiday
276496,11,short,medium,6.088995759,Not Feasible,10,Purchase a smartphone
272328,41,short,low,2.8786726,Not Feasible,12,Go on a vacation
937888,40,long,high,14.6889082,Not Feasible,13,Save for a house down payment
286463,7,short,high,10.81546496,Not Feasible,13,Go on a vacation
130497,12,medium,low,4.972107094,Not Feasible,10,Take a professional certification course
161521,9,long,low,4.521580415,Not Feasible,9,Save for a house down payment
328477,9,short,high,14.01186245,Not Feasible,8,Buy a laptop
837637,21,medium,low,4.425121206,Not Feasible,9,Take a professional certification course
544714,31,long,medium,6.863230361,Not Feasible,8,Buy a car
803936,44,medium,medium,8.9634674,Not Feasible,7,Travel abroad for holiday
459794,43,medium,low,3.063043132,Not Feasible,9,Travel abroad for holiday
723569,16,long,high,11.83171298,Not Feasible,11,Save for children's education
126775,32,short,medium,8.969583175,Not Feasible,7,Go on a vacation
43368,8,medium,high,11.95177926,Not Feasible,10,Save for higher education
776913,32,long,medium,9.039796616,Not Feasible,7,Build a retirement fund
113841,29,short,high,10.05670621,Not Feasible,11,Pay off a small loan
979689,40,medium,low,2.514815691,Not Feasible,10,Buy a motorcycle
500846,46,long,medium,9.666955606,Not Feasible,8,Save for a house down payment
388888,7,medium,medium,8.14726599,Not Feasible,9,Take a professional certification course
221293,35,short,medium,7.340291957,Not Feasible,7,Upgrade clothing
790371,41,short,low,3.740224181,Not Feasible,11,Buy a laptop
18724,16,short,low,3.206220516,Not Feasible,11,Go on a vacation
408300,41,long,high,10.66375985,Not Feasible,11,Build a retirement fund
700170,41,short,high,14.4558741,Not Feasible,9,Go on a vacation
878729,8,short,high,13.7705145,Not Feasible,7,Go on a vacation
921531,34,long,medium,8.489536239,Not Feasible,13,Save for a house down payment
88872,42,short,high,14.21910625,Not Feasible,12,Upgrade clothing
948376,46,short,high,13.7283057,Not Feasible,10,Buy fancy shoes
604621,42,short,medium,7.57910694,Not Feasible,10,Buy fancy shoes
734203,31,long,high,10.68563512,Not Feasible,11,Start a business
515241,26,short,medium,5.536881786,Not Feasible,14,Go on a vacation
239176,5,medium,medium,5.157219438,Not Feasible,10,Buy a motorcycle
536884,47,long,high,12.458666,Not Feasible,12,Invest in a property
813599,42,medium,high,10.79768421,Not Feasible,7,Travel abroad for holiday
97844,24,long,high,11.36480436,Not Feasible,10,Build a retirement fund
782427,22,long,low,4.633580419,Not Feasible,9,Save for a house down payment
99751,10,long,high,13.03810128,Not Feasible,9,Invest in a property
139817,16,medium,low,4.956296961,Not Feasible,9,Buy home appliances
480547,21,short,medium,9.749845269,Not Feasible,10,Buy a laptop
614808,26,short,medium,7.210699017,Not Feasible,13,Buy fancy shoes
68326,22,short,high,13.28729175,Not Feasible,13,Buy a laptop
611958,14,short,high,14.74095489,Not Feasible,12,Purchase a smartphone
533292,28,long,high,13.92233776,Not Feasible,7,Save for children's education
676142,24,long,low,3.967584506,Not Feasible,9,Start a business
183074,16,medium,medium,7.962467179,Not Feasible,11,Take a professional certification course
752547,8,short,low,3.627326933,Not Feasible,13,Upgrade clothing
34022,46,long,high,10.69354067,Not Feasible,12,Invest in a property
94458,9,short,low,2.318459655,Not Feasible,12,Purchase a smartphone
942122,30,short,medium,6.203075514,Not Feasible,11,Upgrade clothing
158317,40,medium,high,12.86767893,Not Feasible,12,Buy home appliances
618084,20,long,low,4.791509225,Not Feasible,11,Start a business
413243,9,short,medium,6.969675833,Not Feasible,13,Upgrade clothing
417202,30,medium,high,14.29283088,Not Feasible,10,Take a professional certification course
644992,23,medium,high,10.10949029,Not Feasible,11,Travel abroad for holiday
406742,10,short,high,13.70133394,Not Feasible,10,Buy fancy shoes
757157,28,short,high,10.4475096,Not Feasible,9,Purchase a smartphone
316505,35,medium,low,4.701673369,Not Feasible,7,Save for higher education
533518,35,medium,low,3.451411035,Not Feasible,8,Travel abroad for holiday
994662,11,short,high,12.5377546,Not Feasible,9,Pay off a small loan
834718,14,short,high,14.59385478,Not Feasible,8,Buy a laptop
39533,43,medium,low,3.316808015,Not Feasible,10,Buy a motorcycle
242033,26,long,low,4.707767821,Not Feasible,9,Save for a house down payment
159388,18,medium,high,13.40574292,Not Feasible,13,Take a professional certification course
149771,32,medium,high,11.41380348,Not Feasible,8,Build an emergency fund
744851,46,long,low,2.182203462,Not Feasible,12,Save for children's education
661729,26,short,low,4.714205426,Not Feasible,11,Buy fancy shoes
893511,36,medium,low,2.974224854,Not Feasible,10,Save for higher education
110960,15,short,low,2.073609779,Not Feasible,13,Buy a laptop
592753,18,long,high,14.5336536,Not Feasible,11,Start a business
157745,35,medium,low,3.597848824,Not Feasible,11,Travel abroad for holiday
295539,48,short,high,13.48686752,Not Feasible,14,Purchase a smartphone
114162,8,short,low,4.85940165,Not Feasible,14,Upgrade clothing
140704,49,short,low,2.592016073,Not Feasible,12,Upgrade clothing
164779,26,short,medium,8.156895943,Not Feasible,8,Upgrade clothing
487965,33,short,medium,5.866641689,Not Feasible,14,Buy a laptop
85937,39,short,medium,6.295475114,Not Feasible,14,Upgrade clothing
663935,17,medium,low,3.622908559,Not Feasible,13,Buy home appliances
654938,24,medium,medium,6.114399205,Not Feasible,9,Save for higher education
402888,23,long,medium,7.354159328,Not Feasible,7,Invest in a property
752092,19,short,high,10.08004723,Not Feasible,8,Go on a vacation
721776,30,long,medium,8.249965117,Not Feasible,8,Save for a house down payment
887944,24,medium,medium,8.829097453,Not Feasible,14,Take a professional certification course
149830,40,long,high,11.16500413,Not Feasible,13,Build a retirement fund
601297,10,medium,low,2.084630645,Not Feasible,10,Travel abroad for holiday
416497,19,medium,medium,5.337204276,Not Feasible,13,Buy a motorcycle
269188,8,long,high,13.15817936,Not Feasible,7,Build a retirement fund
255340,10,medium,high,14.99881043,Not Feasible,8,Buy home appliances
42548,6,medium,medium,8.429357251,Not Feasible,14,Take a professional certification course
552659,40,long,high,10.04643481,Not Feasible,13,Save for a house down payment
378121,19,long,medium,9.688994392,Not Feasible,8,Build a retirement fund
685004,16,short,low,4.57337617,Not Feasible,8,Pay off a small loan
234731,44,long,medium,7.613583998,Not Feasible,10,Start a business
164946,48,medium,low,4.431260703,Not Feasible,12,Save for higher education
491875,45,short,high,11.47068319,Not Feasible,8,Buy fancy shoes
548569,11,medium,high,10.6104958,Not Feasible,10,Save for higher education
996291,26,long,low,2.470239032,Not Feasible,13,Build a retirement fund
425505,12,medium,medium,6.180549494,Not Feasible,8,Build an emergency fund
261060,46,long,medium,6.35877878,Not Feasible,13,Buy a car
408270,15,long,medium,7.108041989,Not Feasible,10,Buy a car
110020,6,long,high,13.44916791,Not Feasible,10,Start a business
641796,34,short,high,10.65909746,Not Feasible,14,Go on a vacation
515626,8,long,low,2.596939443,Not Feasible,12,Save for children's education
76846,29,medium,medium,5.569472886,Not Feasible,14,Take a professional certification course
366826,25,short,high,12.41862134,Not Feasible,8,Buy a laptop
452985,29,short,high,13.56838457,Not Feasible,7,Go on a vacation
301456,13,short,high,12.21344571,Not Feasible,8,Upgrade clothing
499733,12,medium,low,4.232445498,Not Feasible,7,Build an emergency fund
386330,9,long,high,12.83932723,Not Feasible,10,Buy a car
800689,32,short,low,2.949072007,Not Feasible,10,Purchase a smartphone
419062,6,long,low,3.634843155,Not Feasible,11,Save for children's education
425699,25,long,low,4.493872958,Not Feasible,9,Build a retirement fund
560846,12,medium,medium,5.864768002,Not Feasible,10,Buy home appliances
577476,38,short,medium,7.816632688,Not Feasible,12,Purchase a smartphone
678372,27,medium,high,13.37302069,Not Feasible,8,Save for higher education
567524,19,short,medium,9.520049447,Not Feasible,10,Purchase a smartphone
507425,31,short,medium,8.019326473,Not Feasible,7,Pay off a small loan
579364,6,long,high,10.21288221,Not Feasible,11,Save for a house down payment
320546,32,long,low,3.706157185,Not Feasible,11,Build a retirement fund
366611,15,short,low,2.609730773,Not Feasible,13,Buy fancy shoes
173148,25,short,high,12.32099207,Not Feasible,9,Buy fancy shoes
614625,46,long,high,12.8341764,Not Feasible,9,Build a retirement fund
125827,36,short,medium,8.293255443,Not Feasible,8,Upgrade clothing
478380,36,short,low,2.219682435,Not Feasible,14,Pay off a small loan
608552,11,short,medium,9.235110594,Not Feasible,11,Upgrade clothing
813767,26,medium,low,4.831479868,Not Feasible,11,Save for higher education
788060,18,short,low,4.095575201,Not Feasible,9,Upgrade clothing
578061,17,short,medium,8.016952484,Not Feasible,12,Buy fancy shoes
717518,25,long,low,3.856300054,Not Feasible,9,Build a retirement fund
300714,26,long,low,4.093997424,Not Feasible,8,Save for children's education
97995,38,medium,low,4.64168492,Not Feasible,7,Take a professional certification course
50658,14,long,medium,5.752438245,Not Feasible,12,Start a business
462400,5,short,medium,5.171717841,Not Feasible,12,Go on a vacation
392784,5,medium,high,10.35599708,Not Feasible,8,Travel abroad for holiday
869045,28,short,low,2.834423218,Not Feasible,7,Go on a vacation
330338,7,short,low,3.208372914,Not Feasible,11,Purchase a smartphone
208579,35,short,low,3.396867076,Not Feasible,13,Go on a vacation
384016,47,medium,medium,6.124031755,Not Feasible,9,Buy home appliances
961463,45,long,low,2.225951612,Not Feasible,7,Start a business
456288,17,long,medium,6.243822858,Not Feasible,11,Save for children's education
710948,8,long,medium,8.861801603,Not Feasible,9,Build a retirement fund
968037,27,short,medium,8.046621106,Not Feasible,12,Purchase a smartphone
904990,10,medium,medium,8.702329228,Not Feasible,7,Take a professional certification course
261953,38,long,high,12.63403264,Not Feasible,10,Invest in a property
78582,45,medium,medium,6.274267557,Not Feasible,9,Build an emergency fund
727103,22,medium,high,14.82658991,Not Feasible,13,Build an emergency fund
447734,40,short,medium,9.240579516,Not Feasible,7,Purchase a smartphone
153775,30,medium,medium,9.55377403,Not Feasible,11,Travel abroad for holiday
583744,37,long,low,2.644521729,Not Feasible,9,Build a retirement fund
589779,37,long,medium,8.487522473,Not Feasible,7,Buy a car
280187,29,medium,low,3.643890579,Not Feasible,13,Buy home appliances
375356,21,medium,medium,6.073523237,Not Feasible,9,Travel abroad for holiday
528943,7,medium,high,14.08737219,Not Feasible,10,Save for higher education
774291,26,medium,high,10.01579361,Not Feasible,9,Take a professional certification course
340484,39,long,high,10.85720344,Not Feasible,12,Save for children's education
151248,8,long,medium,5.831797147,Not Feasible,12,Start a business
407152,32,short,low,3.741120793,Not Feasible,14,Go on a vacation
565462,17,medium,medium,7.556364272,Not Feasible,8,Buy a motorcycle
354776,34,long,low,4.788129887,Not Feasible,13,Buy a car
360912,16,medium,high,14.14358941,Not Feasible,9,Travel abroad for holiday
922207,7,long,low,2.990130588,Not Feasible,10,Start a business
642465,25,short,high,12.64262584,Not Feasible,11,Buy a laptop
560197,44,long,low,2.930315661,Not Feasible,8,Invest in a property
54158,5,long,low,2.602655544,Not Feasible,7,Save for children's education
